grammatical,ungrammatical
I anslutning till satsen consensus facit nuptiam fastställde man att det är kontrahenternas ömsesidiga överenskommelse som konstituerar äktenskapet.,I anslutning till satsen facit nuptiam consensus fastställde man att det är kontrahenternas ömsesidiga överenskommelse som konstituerar äktenskapet.
Med detta kombinerade man uppfattningen att denna överenskommelse icke blott var en rent privat angelägenhet utan att den hade relation till den sociala gemenskapen och samhället med rättsliga och moraliska konsekvenser.,Med detta man kombinerade uppfattningen att denna överenskommelse icke blott var en rent privat angelägenhet utan att den hade relation till den sociala gemenskapen och samhället med rättsliga och moraliska konsekvenser.
Därför måste också överenskommelsen göras offentligt och under iakttagande av vissa fastställda former.,Därför överenskommelsen måste också göras offentligt och under iakttagande av vissa fastställda former.
För kyrkan blev det tidigt naturligt att förbinda äktenskapets ingående med en speciell liturgisk akt.,För kyrkan det blev tidigt naturligt att förbinda äktenskapets ingående med en speciell liturgisk akt.
Den invändning som lärjungarna gjorde på Jesu uttalande (Mt. 19:10ff.) har aldrig upphört att sysselsätta det kristna tänkandet.,Den invändning som lärjungarna gjorde på Jesu uttalande (Mt. 19:10 ff.) har aldrig upphört att sysselsätta det kristna tänkandet.
Ur religiös synpunkt ser vi äktenskapet som uttryck för Guds vilja.,Ur religiös synpunkt vi ser äktenskapet som uttryck för Guds vilja.
Därför går det heller inte att stämpla föräktenskapligt umgänge som synd i förhållande till sexuellt umgänge inom äktenskapet.,Därför det går heller inte att stämpla föräktenskapligt umgänge som synd i förhållande till sexuellt umgänge inom äktenskapet.
Kyrkans uppgift är att framlägga sin etiska argumentering så att de förutsättningar som finns för sexuellt umgänge enligt vårt andra alternativ fördjupas i stabilitet och leder till äktenskap.,Kyrkans uppgift de förutsättningar som finns för sexuellt umgänge enligt vårt andra alternativ är att framlägga sin etiska argumentering så att fördjupas i stabilitet och leder till äktenskap.
Här har nu förts ett etisk principresonemang som gällde det ett beteende av ungefär samma slag som andra mänskliga aktiviteter.,Här ett etisk principresonemang har nu förts som gällde det ett beteende av ungefär samma slag som andra mänskliga aktiviteter.
"Också detta måste den kristna etiken, den kyrkliga förkunnelsen, undervisningen och själavården noga överväga, när den formulerar sin idealmoral kring sexuell aktivitet.","Också detta den kristna etiken, den kyrkliga förkunnelsen, undervisningen och själavården måste noga överväga, när den formulerar sin idealmoral kring sexuell aktivitet."
"Men samtidigt medför denna restriktiva miljö, att ett antal personer, som inte orkar motsvara de rigorösa rollförväntningarna, visar starkare tendens till sexuell promiskuitet än personer som lever i tolerantare miljö.","Men samtidigt denna restriktiva miljö medför, att ett antal personer, som inte orkar motsvara de rigorösa rollförväntningarna, visar starkare tendens till sexuell promiskuitet än personer som lever i tolerantare miljö."
Dessutom innebär den ofta ett återfall i kasuistisk etik som lägger större vikt vid den formella situationen än vid den personliga avgörelsen.,Dessutom den innebär ofta ett återfall i kasuistisk etik som lägger större vikt vid den formella situationen än vid den personliga avgörelsen.
"Om flertalets avhållsamhet är påtvingad av en förhärskande social kontroll, är det inte längre fråga om etisk avgörelse i sann d.v.s. personlig mening.","Om är påtvingad av en förhärskande social kontroll, flertalets avhållsamhet är det inte längre fråga om etisk avgörelse i sann d.v.s. personlig mening."
"Men för en kristen är det kärleken, inte fruktan för sanktioner som borde vara bärande motiv för handlingen.","Men för en kristen det är kärleken, inte fruktan för sanktioner som borde vara bärande motiv för handlingen."
Ur kristen synpunkt framstår äktenskapet som den ideala lösningen eftersom det relativt sett ger den bästa stabiliteten kring det sexuella umgänget.,Ur kristen synpunkt äktenskapet framstår som den ideala lösningen eftersom det relativt sett ger den bästa stabiliteten kring det sexuella umgänget.
Rätt framförd aktualiserar en kristen uppfattning om äktenskapet det förpliktande ansvaret i en sexuell förbindelse på samma gång som äktenskapet ger en skyddande ram för denna exklusiva kontakt mellan två människor.,Rätt framförd en kristen uppfattning om äktenskapet aktualiserar det förpliktande ansvaret i en sexuell förbindelse på samma gång som äktenskapet ger en skyddande ram för denna exklusiva kontakt mellan två människor.
"En kristen idealmoral med detta innehåll som framförs med full insikt om relativiteten och de skiftande individuella betingelserna på detta område, kommer inte att verka upplösande på sexualmoralen.",", En kristen idealmoral med detta innehåll som framförs med full insikt om relativiteten och de skiftande individuella betingelserna på detta område kommer inte att verka upplösande på sexualmoralen."
Men principen om likadelningen av barn och jobb tänker vi hålla fast vid.,Men principen om likadelningen av barn och jobb vi tänker hålla fast vid.
Så ser vi det för egen del.,Så vi ser det för egen del.
"Men för de flesta är det knappast de ekonomiska hänsynen som är de viktigaste utan de psykologiska, bundenheten vid en traditionell rollfördelning som hämmar männens engagemang i barnavården och kvinnornas i yrkeslivet.","Men för de flesta det är knappast de ekonomiska hänsynen som är de viktigaste utan de psykologiska, bundenheten vid en traditionell rollfördelning som hämmar männens engagemang i barnavården och kvinnornas i yrkeslivet."
Först när den accepterats till fullo kan man börja göra de justeringar som personliga förutsättningar kan påfordra.,Först när accepterats till fullo den kan man börja göra de justeringar som personliga förutsättningar kan påfordra.
Bl.a. måste han kunna göra sig kvitt diverse traditionell manlig värdighet.,Bl.a. han måste kunna göra sig kvitt diverse traditionell manlig värdighet.
Ett mindre problem som jag tidvis upplevt och som jag föreställer mig att andra pappor i min situation råkar ut för är misstron till den egna förmågan att betyda lika mycket för barnet som mamman.,Ett mindre problem som tidvis upplevt och som jag föreställer mig att andra pappor i min situation råkar ut för jag är misstron till den egna förmågan att betyda lika mycket för barnet som mamman.
Ett tag t.ex. noterade jag nogsamt om Malin var lika glad åt att jag kom hem som när min fru kom och om hon sökte tröst i lika hög grad hos mig som hos min fru.,Ett tag t.ex. jag noterade nogsamt om Malin var lika glad åt att jag kom hem som när min fru kom och om hon sökte tröst i lika hög grad hos mig som hos min fru.
"Visst måste man också vara beredd på att acceptera att man har olika handlag men att detta givetvis inte alls behöver påverka likadelningen och att kontakten med barnet kan bli mycket intim även om vissa funktioner fylls bättre av mamman (och vice versa, naturligtvis).","Visst man måste också vara beredd på att acceptera att man har olika handlag men att detta givetvis inte alls behöver påverka likadelningen och att kontakten med barnet kan bli mycket intim även om vissa funktioner fylls bättre av mamman (och vice versa, naturligtvis)."
Detta kan jag inte gå med på.,Detta jag kan inte gå med på.
Om pappan inte är i juridisk mening olämplig som barnavårdare och alltså kan fråndömas vårdarskapet så bör han ha lika mycket rätt till barnet som mamman och barnet får lov att hålla tillgodo med honom även om han skulle råka vara lite slarvigare eller lite lynnigare än mamman.,Om inte är i juridisk mening olämplig som barnavårdare och alltså kan fråndömas vårdarskapet så pappan bör han ha lika mycket rätt till barnet som mamman och barnet får lov att hålla tillgodo med honom även om han skulle råka vara lite slarvigare eller lite lynnigare än mamman.
Om alltså en barnpsykolog är gift med en lokomotivförare så bör inte det faktum att han-barnpsykologen kanske kan leverera en bättre vård i någon objektiv bemärkelse än hon-lokomotivföraren vara utgångspunkten för fördelningen sinsemellan av tiden med barnen.,Om alltså är gift med en lokomotivförare så en barnpsykolog bör inte det faktum att han-barnpsykologen kanske kan leverera en bättre vård i någon objektiv bemärkelse än hon-lokomotivföraren vara utgångspunkten för fördelningen sinsemellan av tiden med barnen.
I positiv riktning för kvinnornas yrkesverksamhet verkar den jämställdhet mellan flickor och pojkar som råder inom skolan.,I positiv riktning för kvinnornas yrkesverksamhet den jämställdhet mellan flickor och pojkar som råder inom skolan verkar.
Med det svenska skolväsendets omdaning har följt en stark utbildningsexpansion som förmodligen kommer att ha vittgående konsekvenser för den framtida gestaltningen av relationerna mellan könen.,Med det svenska skolväsendets omdaning en stark utbildningsexpansion som förmodligen kommer att ha vittgående konsekvenser för den framtida gestaltningen av relationerna mellan könen har följt.
"Bortsett från familjen och i någon mån arbetsgruppen är det huvudsakligen medlemskap i sekundära grupper, massbildningar, organisationer, tillfälliga bekantskaper och anonyma församlingar som karakteriserar individens kontakter och samvaro med andra.","Bortsett från familjen och i någon mån arbetsgruppen det är huvudsakligen medlemskap i sekundära grupper, massbildningar, organisationer, tillfälliga bekantskaper och anonyma församlingar som karakteriserar individens kontakter och samvaro med andra."
"I den familjesociologiska litteraturen möter man kontroversiella uppfattningar om den lilla, relativt isolerade och i teknisk-ekonomisk mening irrationellt organiserade familjegruppens inflytande på sina medlemmar.","I den familjesociologiska litteraturen man möter kontroversiella uppfattningar om den lilla, relativt isolerade och i teknisk-ekonomisk mening irrationellt organiserade familjegruppens inflytande på sina medlemmar."
